index,date,open,high,low,close,volume,marketcap
720,"Nov 27, 2019",7220.88,7619.69,6974.17,7531.66,23991412764.0,136102712894.0
721,"Nov 26, 2019",7145.16,7320.23,7098.57,7218.37,21129505542.0,130429018720.0
722,"Nov 25, 2019",7039.98,7319.86,6617.17,7146.13,42685231262.0,129112952930.0
723,"Nov 24, 2019",7398.63,7408.58,7029.29,7047.92,30433517289.0,127327398565.0
724,"Nov 23, 2019",7296.16,7442.26,7151.42,7397.8,21008924418.0,133636205957.0
725,"Nov 22, 2019",7643.57,7697.38,6936.71,7296.58,34242315785.0,131791783672.0
726,"Nov 21, 2019",8023.64,8110.1,7597.38,7642.75,22514243371.0,138031885379.0
727,"Nov 20, 2019",8203.61,8237.24,8010.51,8027.27,20764300437.0,144962727398.0
728,"Nov 19, 2019",8305.13,8408.52,8099.96,8206.15,21083613816.0,148178376843.0
729,"Nov 18, 2019",8573.98,8653.28,8273.57,8309.29,21579470673.0,150025712267.0
730,"Nov 17, 2019",8549.47,8727.79,8500.97,8577.98,18668638897.0,154861842425.0
731,"Nov 16, 2019",8491.17,8592.0,8473.97,8550.76,16495389808.0,154354054194.0
732,"Nov 15, 2019",8705.71,8730.87,8484.84,8491.99,21796856471.0,153277483626.0
733,"Nov 14, 2019",8811.94,8826.94,8692.55,8708.1,19084739975.0,157160974644.0
734,"Nov 13, 2019",8812.03,8836.84,8761.65,8808.26,17545755405.0,158949942842.0
735,"Nov 12, 2019",8759.75,8853.77,8685.43,8815.66,20309769107.0,159068712900.0
736,"Nov 11, 2019",9056.92,9081.28,8700.61,8757.79,20265510765.0,158009772437.0
737,"Nov 10, 2019",8812.49,9103.83,8806.16,9055.53,20587919881.0,163364406732.0
738,"Nov 09, 2019",8809.47,8891.82,8793.16,8813.58,17578630606.0,158981489715.0
739,"Nov 08, 2019",9265.37,9272.76,8775.53,8804.88,24333037836.0,158808570729.0
740,"Nov 07, 2019",9352.39,9368.48,9202.35,9267.56,22700383839.0,167138722904.0
741,"Nov 06, 2019",9340.86,9423.24,9305.91,9360.88,23133895765.0,168806151583.0
742,"Nov 05, 2019",9413.0,9457.42,9256.93,9342.53,26198609048.0,168459778835.0
743,"Nov 04, 2019",9235.61,9505.05,9191.49,9412.61,26170255634.0,169706332936.0
744,"Nov 03, 2019",9324.79,9379.81,9141.25,9235.35,21132220847.0,166495319475.0
745,"Nov 02, 2019",9259.78,9377.49,9249.59,9324.72,21242676385.0,168090392935.0
746,"Nov 01, 2019",9193.99,9275.66,9132.05,9261.1,24324691031.0,166928044164.0
747,"Oct 31, 2019",9202.46,9383.16,9028.72,9199.58,26583653947.0,165804227835.0
748,"Oct 30, 2019",9422.46,9426.87,9085.37,9205.73,27706531577.0,165899500650.0
749,"Oct 29, 2019",9248.44,9516.18,9232.65,9427.69,28426779937.0,169883866262.0
750,"Oct 28, 2019",9565.1,9805.12,9256.15,9256.15,30948255332.0,166777392742.0
751,"Oct 27, 2019",9241.71,9749.53,9112.54,9551.71,32593129501.0,172087039875.0
752,"Oct 26, 2019",8667.58,10021.74,8662.62,9244.97,44496255609.0,166547360782.0
753,"Oct 25, 2019",7490.7,8691.54,7479.98,8660.7,28705065488.0,156006603607.0
754,"Oct 24, 2019",7509.73,7532.87,7446.99,7493.49,16268708849.0,134968410276.0
755,"Oct 23, 2019",8076.23,8093.0,7469.32,7514.67,21942878958.0,135337364282.0
756,"Oct 22, 2019",8243.4,8296.65,8074.46,8078.2,16803377857.0,145469660005.0
757,"Oct 21, 2019",8225.12,8296.69,8196.42,8243.72,15868748866.0,148432733155.0
758,"Oct 20, 2019",7997.81,8281.82,7949.44,8222.08,15504249442.0,148026597064.0
759,"Oct 19, 2019",7973.8,8082.63,7944.78,7988.56,13797825640.0,143808163807.0
760,"Oct 18, 2019",8100.93,8138.41,7902.16,7973.21,15651592610.0,143517630376.0
761,"Oct 17, 2019",8047.81,8134.83,8000.94,8103.91,14313052244.0,145853994298.0
762,"Oct 16, 2019",8204.67,8216.81,7985.09,8047.53,16071646996.0,144823993562.0
763,"Oct 15, 2019",8373.46,8410.71,8182.71,8205.37,15220412632.0,147650082215.0
764,"Oct 14, 2019",8320.83,8390.21,8284.13,8374.69,15151387859.0,150680499056.0
765,"Oct 13, 2019",8336.9,8470.99,8276.61,8321.01,13808286059.0,149700817939.0
766,"Oct 12, 2019",8315.66,8415.24,8313.34,8336.56,14532641605.0,149965767624.0
767,"Oct 11, 2019",8585.26,8721.78,8316.18,8321.76,19604381101.0,149685618275.0
768,"Oct 10, 2019",8585.28,8625.27,8471.93,8586.47,17618660671.0,154430515160.0
769,"Oct 09, 2019",8229.84,8627.71,8169.3,8595.74,19384942333.0,154579656110.0
770,"Oct 08, 2019",8246.85,8332.72,8185.76,8228.78,15592264032.0,147966069982.0
771,"Oct 07, 2019",7989.12,8308.45,7905.77,8245.62,18009742607.0,148252589805.0
772,"Oct 06, 2019",8149.88,8161.41,7958.85,7988.16,13160830305.0,143607672862.0
773,"Oct 05, 2019",8210.15,8215.53,8071.12,8151.5,12200497197.0,146529229668.0
774,"Oct 04, 2019",8259.49,8260.06,8151.24,8205.94,13139456229.0,147491804056.0
775,"Oct 03, 2019",8390.77,8414.23,8146.44,8259.99,13668823409.0,148448162840.0
776,"Oct 02, 2019",8344.21,8393.04,8227.7,8393.04,13125712443.0,150823797662.0
777,"Oct 01, 2019",8299.72,8497.69,8232.68,8343.28,15305343413.0,149913972768.0
778,"Sep 30, 2019",8104.23,8314.23,7830.76,8293.87,17115474183.0,149011567415.0
779,"Sep 29, 2019",8246.04,8261.71,7990.5,8104.19,13034629109.0,145590374681.0
780,"Sep 28, 2019",8251.27,8285.62,8125.43,8245.92,14141152736.0,148122503616.0
781,"Sep 27, 2019",8113.1,8271.52,7965.92,8251.85,16408941156.0,148212635834.0
782,"Sep 26, 2019",8487.67,8515.69,7895.63,8118.97,19258205289.0,145812492488.0
783,"Sep 25, 2019",8603.43,8744.83,8325.4,8486.99,21744728353.0,152404005091.0
784,"Sep 24, 2019",9729.32,9804.32,8370.8,8620.57,25002886689.0,154785821876.0
785,"Sep 23, 2019",10067.96,10074.24,9727.14,9729.32,15144925408.0,174674558023.0
786,"Sep 22, 2019",10024.12,10074.44,9922.53,10070.39,13199651698.0,180784051699.0
787,"Sep 21, 2019",10183.65,10188.1,10000.71,10019.72,13425266806.0,179853287294.0
788,"Sep 20, 2019",10266.32,10285.87,10132.19,10181.64,14734189639.0,182738947696.0
789,"Sep 19, 2019",10200.5,10295.67,9851.69,10266.41,19937691247.0,184240949577.0
790,"Sep 18, 2019",10247.8,10275.93,10191.47,10198.25,16169268880.0,182998899156.0
791,"Sep 17, 2019",10281.51,10296.77,10199.74,10241.27,15304603363.0,183748515828.0
792,"Sep 16, 2019",10347.22,10386.87,10189.74,10276.79,15160167779.0,184366827555.0
793,"Sep 15, 2019",10356.47,10387.03,10313.09,10347.71,12043433567.0,185618174384.0
794,"Sep 14, 2019",10345.4,10422.13,10291.69,10358.05,13468713124.0,185784300332.0
795,"Sep 13, 2019",10415.36,10441.49,10226.6,10360.55,14109864675.0,185809163035.0
796,"Sep 12, 2019",10176.82,10442.25,10099.24,10410.13,15323563925.0,186678943059.0
797,"Sep 11, 2019",10123.03,10215.95,9980.78,10178.37,15428063426.0,182502788242.0
798,"Sep 10, 2019",10336.41,10394.35,10020.57,10115.98,14906809639.0,181360731383.0
799,"Sep 09, 2019",10443.23,10450.31,10144.93,10334.97,17595943368.0,185263578990.0
800,"Sep 08, 2019",10518.11,10595.64,10409.09,10441.28,13670567493.0,187150078007.0
801,"Sep 07, 2019",10353.93,10558.67,10348.92,10517.25,15307366476.0,188488525926.0
802,"Sep 06, 2019",10578.2,10898.76,10292.3,10353.3,19536574783.0,185530405363.0
803,"Sep 05, 2019",10588.18,10627.27,10516.42,10575.53,14551239508.0,189492405383.0
804,"Sep 04, 2019",10621.18,10762.64,10434.71,10594.49,16742664769.0,189810010608.0
805,"Sep 03, 2019",10345.73,10736.1,10308.55,10623.54,19384917989.0,190312487956.0
806,"Sep 02, 2019",9757.47,10396.59,9730.65,10346.76,17248102294.0,185333114163.0
807,"Sep 01, 2019",9630.59,9796.76,9582.94,9757.97,11445355859.0,174768292883.0
808,"Aug 31, 2019",9597.54,9673.22,9531.8,9630.66,11454806419.0,172470743516.0
809,"Aug 30, 2019",9514.84,9656.12,9428.3,9598.17,13595263986.0,171869216524.0
