,loss,val_loss
0,0.0013536850456148386,0.08250577002763748
1,0.0009290368761867285,0.061877667903900146
2,0.0006805857992731035,0.04486339911818504
3,0.0004959469079039991,0.03288576006889343
4,0.0003572039713617414,0.02512483112514019
5,0.0002780018839985132,0.019939223304390907
6,0.000257086765486747,0.014671648852527142
7,0.00021281045337673277,0.012130883522331715
8,0.00021107998327352107,0.010029204189777374
9,0.0001880881463875994,0.008257618173956871
10,0.0001867635437520221,0.007136499043554068
11,0.00017518999811727554,0.0061221797950565815
12,0.00015436294779647142,0.005323778837919235
13,0.00017719239986035973,0.004987077787518501
14,0.00014110210759099573,0.004604960326105356
15,0.00014844756515230983,0.004233506042510271
16,0.00014926590665709227,0.003917536698281765
17,0.000129591571749188,0.0036283894442021847
18,0.00012639781925827265,0.003386532887816429
19,0.00013471975398715585,0.003258222248405218
20,0.00014634971739724278,0.0032199511770159006
21,0.00013195027713663876,0.0029478436335921288
22,0.00011735664156731218,0.0028812556993216276
23,0.00013560675142798573,0.0029236753471195698
24,0.00013634700735565275,0.0026859829667955637
25,0.00014114905206952244,0.0026402329094707966
26,0.00012246824917383492,0.002672724425792694
27,0.0001462465588701889,0.002551784971728921
28,0.00013086078979540616,0.0025290241464972496
29,0.0001238742406712845,0.0024437911342829466
30,0.00012058251741109416,0.002352928277105093
31,0.00011885238200193271,0.0023825117386877537
32,0.00012431960203684866,0.002232982777059078
33,0.0001250802306458354,0.0021025745663791895
34,0.00012586996308527887,0.0022033664863556623
35,0.000116267881821841,0.0021983112674206495
36,0.00010552903404459357,0.002155652502551675
37,0.00012411207717377692,0.0021128596272319555
38,0.0001160159008577466,0.002071745926514268
39,0.00011266038927715272,0.00197003991343081
40,0.00010364979243604466,0.0019489882979542017
41,0.00011466372234281152,0.002044317312538624
42,0.00011159421410411596,0.0020172104705125093
43,0.00010338921856600791,0.001841268502175808
44,0.00011065300350310281,0.0018541330937296152
45,0.00011892669135704637,0.0018462586449459195
46,0.0001152667828137055,0.0017726205987855792
47,0.00010669523908291012,0.001807416439987719
48,0.00011156043910887092,0.0017932603368535638
49,0.00011495740909595042,0.0017897402867674828
50,0.00011910268949577585,0.0017491463804617524
51,0.00010643984569469467,0.0017239555018022656
52,0.0001080975416698493,0.001712120370939374
53,9.6543000836391e-05,0.001714265556074679
54,0.00011099832045147195,0.0016738759586587548
55,0.0001236137904925272,0.0016382953617721796
56,0.00010417979501653463,0.001687259180471301
57,9.811826748773456e-05,0.0016092894366011024
58,0.00011436285421950743,0.001580782001838088
59,0.00010794704576255754,0.0015840388368815184
60,9.939372830558568e-05,0.0016387056093662977
61,0.00010735125397332013,0.0015636004973202944
62,0.0001090448786271736,0.0015922252787277102
63,0.00011013243783963844,0.001569821615703404
64,0.00010845179349416867,0.0014469189336523414
65,0.00010460182966198772,0.0015222975052893162
66,0.000105057712062262,0.0015107655199244618
67,0.00010430417023599148,0.0014676961582154036
68,9.134227730100974e-05,0.0014593851519748569
69,0.00010222615674138069,0.0015608170069754124
70,9.537418372929096e-05,0.0014372585574164987
71,0.00010137850767932832,0.0015042931772768497
72,9.880623110802844e-05,0.0014799239579588175
73,0.00010448464308865368,0.0013893393334001303
74,0.00010547733108978719,0.0012989958049729466
75,9.969802340492606e-05,0.0013463502982631326
76,0.00010216468217549846,0.00139285356272012
77,9.820619743550196e-05,0.0013643974671140313
78,0.00010607401782181114,0.0013881763443350792
79,0.00010178649972658604,0.001462797517888248
80,0.00010091944568557665,0.0014097701059654355
81,0.00011181134323123842,0.0014552369248121977
82,8.736408926779404e-05,0.0013968490529805422
83,9.562093327986076e-05,0.0014239781303331256
84,9.315981151303276e-05,0.0013574811164289713
