,loss,val_loss
0,0.00024993918486870825,0.0006618768675252795
1,7.424976502079517e-05,0.00036194550921209157
2,5.255539508652873e-05,0.0003546492662280798
3,4.7865865781204775e-05,0.0002926283632405102
4,4.425450970302336e-05,0.0010039141634479165
5,4.174991408945061e-05,0.00021999047021381557
6,3.481227031443268e-05,0.00019848479132633656
7,3.51553680957295e-05,0.00016183221305254847
8,3.06091460515745e-05,0.000789367186371237
9,2.9116450605215505e-05,7.315006223507226e-05
10,2.693308488233015e-05,5.669863458024338e-05
11,3.321784606669098e-05,9.001090074889362e-05
12,1.9926981622120366e-05,5.161880835657939e-05
13,2.485067307134159e-05,5.1498875109246e-05
14,2.5485798687441275e-05,3.3111125958384946e-05
15,2.5941924832295626e-05,0.0006553770508617163
16,2.2468037059297785e-05,0.0007242367719300091
17,2.1406307496363297e-05,6.574537110282108e-05
18,1.9423363482928835e-05,0.00042575327097438276
19,2.1792962797917426e-05,3.238653516746126e-05
20,2.3928629161673598e-05,0.0005488087190315127
21,2.2525897293235175e-05,3.8968697481323034e-05
22,2.0167055481579155e-05,0.00026586480089463294
23,2.1223562725936063e-05,6.308632146101445e-05
24,1.9247263480792753e-05,9.177369065582752e-05
25,2.5045952497748658e-05,0.0001361784088658169
26,2.2477988750324585e-05,0.00016208086162805557
27,1.982056346605532e-05,0.00031306486926041543
28,1.9658629753394052e-05,0.00011258447193540633
29,2.239035165985115e-05,0.00015770996105857193
