,loss,val_loss
0,0.0002528242184780538,0.0006832590443082154
1,7.324651232920587e-05,0.0003758551902137697
2,5.667048753821291e-05,0.00036744383396580815
3,6.996117008384317e-05,0.0016680193366482854
4,4.6854260290274397e-05,0.0004256234678905457
5,4.001614797743969e-05,0.00023391890863422304
6,4.023748988402076e-05,0.00015255835023708642
7,3.144985021208413e-05,0.00011041123798349872
8,3.381213537068106e-05,0.00019043165957555175
9,2.788500569295138e-05,0.0007093677413649857
10,2.483447860868182e-05,6.394209776772186e-05
11,2.213216976088006e-05,8.091117342701182e-05
12,2.6929246814688668e-05,0.0002221850008936599
13,2.8173843020340428e-05,5.5406369938282296e-05
14,2.7795900678029284e-05,4.8239548050332814e-05
15,2.5351093427161686e-05,0.0008445951389148831
16,2.5313911464763805e-05,0.00042277900502085686
17,2.5637480575824156e-05,0.0013550759758800268
18,2.3132542992243543e-05,5.4724292567698285e-05
19,2.5919536710716784e-05,0.00021771888714283705
20,2.3589724150951952e-05,0.0002609215152915567
21,2.3596887331223115e-05,5.6514869356760755e-05
22,2.8168589778942987e-05,0.00019848447118420154
23,2.1979671146254987e-05,0.00250685540959239
24,1.9529279597918503e-05,0.000664927065372467
